iter	Passed	Remaining
298	2295	5381
299	2302	5372
300	2311	5369
301	2318	5358
302	2326	5351
303	2333	5342
304	2341	5336
305	2348	5325
306	2355	5318
307	2362	5308
308	2370	5300
309	2377	5292
310	2385	5285
311	2393	5277
312	2400	5269
313	2409	5262
314	2416	5255
315	2424	5249
316	2431	5239
317	2439	5232
318	2446	5223
319	2454	5216
320	2462	5207
321	2470	5201
322	2477	5193
323	2486	5187
324	2493	5178
325	2502	5174
326	2510	5166
327	2519	5161
328	2526	5152
329	2533	5143
330	2541	5136
331	2548	5126
332	2555	5119
333	2562	5109
334	2569	5100
335	2575	5090
336	2582	5081
337	2590	5073
338	2598	5066
339	2606	5060
340	2613	5050
341	2622	5045
342	2628	5035
343	2636	5027
344	2643	5018
345	2650	5009
346	2657	5000
347	2664	4992
348	2671	4983
349	2679	4976
350	2688	4971
351	2695	4961
352	2703	4954
353	2710	4946
354	2720	4942
355	2728	4935
356	2736	4929
357	2744	4922
358	2753	4915
359	2759	4906
360	2768	4899
361	2775	4891
362	2784	4885
363	2791	4877
364	2799	4870
365	2806	4861
366	2815	4855
367	2822	4847
368	2830	4840
369	2837	4831
370	2844	4823
371	2852	4815
372	2860	4808
373	2867	4799
374	2875	4791
375	2882	4783
376	2889	4774
377	2896	4765
378	2903	4758
379	2911	4749
380	2918	4742
381	2926	4734
382	2934	4727
383	2941	4718
384	2949	4711
385	2956	4703
386	2964	4695
387	2971	4687
388	2981	4682
389	2987	4672
390	2995	4664
391	3002	4656
392	3010	4650
393	3020	4645
394	3028	4639
395	3036	4630
396	3044	4624
397	3051	4615
398	3059	4607
399	3065	4598
400	3075	4593
401	3082	4585
402	3089	4577
403	3098	4570
404	3105	4561
405	3112	4554
406	3119	4545
407	3126	4536
408	3133	4528
409	3141	4520
410	3147	4511
411	3154	4502
412	3162	4494
413	3169	4485
414	3176	4477
415	3182	4467
416	3190	4459
417	3197	4451
418	3204	4443
419	3211	4435
420	3218	4426
421	3225	4418
422	3232	4408
423	3239	4401
424	3247	4393
425	3254	4384
426	3261	4377
427	3269	4369
428	3276	4360
429	3282	4351
430	3290	4344
431	3297	4335
432	3304	4326
433	3310	4317
434	3318	4309
435	3325	4301
436	3332	4293
437	3340	4285
438	3347	4277
439	3354	4269
440	3361	4261
441	3369	4253
442	3376	4245
443	3383	4237
444	3391	4229
445	3398	4221
446	3405	4212
447	3411	4203
448	3418	4194
449	3425	4186
450	3432	4178
451	3439	4170
452	3445	4160
453	3453	4153
454	3460	4144
455	3467	4136
456	3475	4129
457	3482	4120
458	3489	4113
459	3496	4104
460	3504	4097
461	3511	4088
462	3518	4080
463	3525	4072
464	3532	4064
465	3539	4055
466	3546	4047
467	3554	4040
468	3561	4031
469	3569	4025
470	3577	4017
471	3585	4011
472	3592	4003
473	3599	3994
474	3606	3986
475	3613	3977
476	3621	3971
477	3628	3962
478	3636	3955
479	3642	3946
480	3650	3939
481	3657	3931
482	3666	3924
483	3673	3916
484	3681	3909
485	3688	3901
486	3696	3893
487	3702	3885
488	3709	3876
489	3717	3868
490	3724	3860
491	3731	3853
492	3738	3844
493	3745	3836
494	3752	3828
495	3759	3819
496	3766	3812
497	3773	3803
498	3781	3796
499	3789	3789
500	3797	3781
501	3803	3773
502	3811	3765
503	3819	3758
504	3826	3750
505	3833	3742
506	3841	3735
507	3849	3728
508	3857	3720
509	3865	3713
510	3873	3706
511	3883	3701
512	3891	3694
513	3898	3686
514	3906	3678
515	3913	3670
516	3920	3662
517	3927	3654
518	3934	3646
519	3940	3637
520	3948	3629
521	3955	3621
522	3962	3614
523	3969	3605
524	3977	3598
525	3984	3590
526	3992	3583
527	3999	3575
528	4006	3566
529	4015	3560
530	4023	3553
531	4031	3546
532	4037	3537
533	4044	3529
534	4051	3521
535	4059	3514
536	4066	3505
537	4073	3498
538	4081	3490
539	4087	3482
540	4095	3474
541	4102	3466
542	4109	3458
543	4116	3450
544	4123	3442
545	4130	3434
546	4137	3426
547	4143	3417
548	4150	3409
549	4157	3401
550	4163	3393
551	4170	3384
552	4179	3378
553	4185	3369
554	4192	3361
555	4199	3353
556	4206	3345
557	4213	3337
558	4221	3330
559	4228	3322
560	4234	3313
561	4241	3305
562	4248	3297
563	4255	3289
564	4262	3281
565	4269	3273
566	4276	3266
567	4283	3257
568	4290	3250
569	4298	3243
570	4306	3235
571	4314	3228
572	4321	3220
573	4328	3212
574	4336	3204
575	4342	3196
576	4349	3188
577	4357	3181
578	4363	3172
579	4371	3165
580	4378	3157
581	4385	3149
582	4393	3142
583	4400	3134
584	4408	3127
585	4414	3118
586	4422	3111
587	4429	3103
588	4436	3095
589	4443	3087
590	4450	3079
591	4457	3071
592	4463	3063
593	4471	3056
594	4477	3047
595	4484	3040
596	4491	3032
597	4498	3024
598	4506	3016
599	4512	3008
600	4519	3000
601	4526	2992
602	4533	2984
603	4540	2976
604	4546	2968
605	4553	2960
606	4560	2952
607	4568	2945
608	4574	2936
609	4581	2929
610	4588	2921
611	4595	2913
612	4602	2905
613	4609	2897
614	4616	2889
615	4623	2881
616	4629	2874
617	4637	2866
618	4643	2858
619	4651	2850
620	4658	2843
621	4666	2836
622	4673	2828
623	4680	2820
624	4686	2811
625	4692	2803
626	4700	2796
627	4707	2788
628	4714	2780
629	4722	2773
630	4728	2765
631	4736	2757
632	4742	2749
633	4751	2743
634	4759	2735
635	4767	2728
636	4773	2720
637	4780	2712
638	4787	2704
639	4795	2697
640	4801	2689
641	4810	2682
642	4817	2674
643	4824	2666
644	4831	2659
645	4838	2651
646	4845	2643
647	4852	2635
648	4859	2628
649	4866	2620
650	4872	2612
651	4880	2604
652	4887	2596
653	4893	2589
654	4900	2581
655	4907	2573
656	4914	2565
657	4921	2558
658	4929	2550
659	4935	2542
660	4943	2535
661	4950	2527
662	4956	2519
663	4964	2512
664	4970	2503
665	4977	2496
666	4983	2488
667	4990	2480
668	4997	2472
669	5003	2464
670	5010	2456
671	5016	2448
672	5025	2441
673	5033	2434
674	5040	2426
675	5046	2418
676	5053	2411
677	5059	2403
678	5067	2395
679	5074	2387
680	5081	2380
681	5087	2372
682	5095	2364
683	5102	2357
684	5109	2349
685	5116	2341
686	5124	2334
687	5130	2326
688	5137	2319
689	5146	2312
690	5153	2304
691	5160	2296
692	5167	2289
693	5175	2281
694	5181	2274
695	5188	2266
696	5195	2258
697	5202	2251
698	5209	2243
699	5216	2235
700	5223	2227
701	5229	2220
702	5236	2212
703	5243	2204
704	5250	2196
705	5257	2189
706	5264	2181
707	5271	2174
708	5278	2166
709	5285	2158
710	5292	2151
711	5298	2143
712	5305	2135
713	5313	2128
714	5321	2121
715	5329	2113
716	5338	2107
717	5346	2099
718	5355	2093
719	5362	2085
720	5370	2078
721	5377	2070
722	5385	2063
723	5392	2055
724	5399	2048
725	5407	2040
726	5415	2033
727	5421	2025
728	5429	2018
729	5436	2010
730	5444	2003
731	5450	1995
732	5457	1988
733	5465	1980
734	5472	1973
735	5479	1965
736	5486	1957
737	5492	1949
738	5499	1942
739	5506	1934
740	5513	1926
741	5520	1919
742	5526	1911
743	5533	1904
744	5541	1896
745	5549	1889
746	5556	1881
747	5563	1874
748	5571	1866
749	5578	1859
750	5585	1851
751	5592	1844
752	5599	1836
753	5606	1829
754	5614	1821
755	5621	1814
756	5627	1806
757	5635	1799
758	5642	1791
759	5650	1784
760	5656	1776
761	5664	1769
762	5670	1761
763	5678	1753
764	5685	1746
765	5692	1738
766	5700	1731
767	5708	1724
768	5716	1717
769	5723	1709
770	5732	1702
771	5739	1695
772	5747	1687
773	5754	1680
774	5762	1672
775	5770	1665
776	5777	1658
777	5785	1650
778	5791	1643
779	5799	1635
780	5807	1628
781	5815	1621
782	5822	1613
783	5829	1606
784	5836	1598
785	5843	1591
786	5851	1583
787	5857	1576
788	5865	1568
789	5871	1560
790	5878	1553
791	5886	1545
792	5894	1538
793	5900	1530
794	5907	1523
795	5914	1515
796	5921	1508
797	5928	1500
798	5935	1493
799	5944	1486
800	5952	1478
801	5959	1471
802	5965	1463
803	5972	1455
804	5980	1448
805	5987	1441
806	5995	1433
807	6001	1426
808	6008	1418
809	6015	1411
810	6022	1403
811	6031	1396
812	6038	1388
813	6046	1381
814	6053	1374
815	6060	1366
816	6067	1358
817	6074	1351
818	6081	1343
819	6088	1336
820	6095	1329
821	6102	1321
822	6109	1313
823	6116	1306
824	6123	1298
825	6130	1291
826	6137	1283
827	6144	1276
828	6151	1268
829	6158	1261
830	6164	1253
831	6172	1246
832	6179	1238
833	6186	1231
834	6194	1224
835	6200	1216
836	6208	1209
837	6215	1201
838	6222	1194
839	6229	1186
840	6236	1179
841	6243	1171
842	6249	1163
843	6256	1156
844	6263	1148
845	6270	1141
846	6277	1133
847	6283	1126
848	6292	1119
849	6298	1111
850	6306	1104
851	6312	1096
852	6320	1089
853	6326	1081
854	6333	1074
855	6341	1066
856	6347	1059
857	6354	1051
858	6361	1044
859	6369	1036
860	6376	1029
861	6385	1022
862	6393	1014
863	6399	1007
864	6407	999
865	6413	992
866	6420	984
867	6427	977
868	6435	970
869	6442	962
870	6448	955
871	6455	947
872	6463	940
873	6470	932
874	6476	925
875	6483	917
876	6490	910
877	6497	902
878	6504	895
879	6511	887
880	6519	880
881	6525	873
882	6533	865
883	6539	858
884	6546	850
885	6552	843
886	6559	835
887	6566	828
888	6573	820
889	6579	813
890	6587	805
891	6594	798
892	6601	791
893	6608	783
894	6616	776
895	6623	768
896	6630	761
897	6637	753
898	6642	746
899	6650	738
900	6656	731
901	6664	724
902	6670	716
903	6677	709
904	6685	701
905	6692	694
906	6699	686
907	6706	679
908	6714	672
909	6721	664
910	6728	657
911	6735	649
912	6741	642
913	6749	635
914	6757	627
915	6765	620
916	6773	613
917	6780	605
918	6788	598
919	6795	590
920	6802	583
921	6810	576
922	6817	568
923	6825	561
924	6832	554
925	6839	546
926	6846	539
927	6853	531
928	6860	524
929	6867	516
930	6873	509
931	6881	502
932	6887	494
933	6894	487
934	6900	479
935	6907	472
936	6915	464
937	6921	457
938	6928	450
939	6936	442
940	6944	435
941	6951	428
942	6959	420
943	6965	413
944	6971	405
945	6979	398
946	6986	390
947	6993	383
948	6999	376
949	7007	368
950	7014	361
951	7021	354
952	7030	346
953	7037	339
954	7045	331
955	7051	324
956	7058	317
957	7065	309
958	7073	302
959	7080	295
960	7086	287
961	7093	280
962	7100	272
963	7108	265
964	7115	258
965	7122	250
966	7129	243
967	7135	235
968	7143	228
969	7150	221
970	7158	213
971	7164	206
972	7171	199
973	7178	191
974	7185	184
975	7193	176
976	7200	169
977	7208	162
978	7215	154
979	7222	147
980	7228	140
981	7235	132
982	7243	125
983	7250	117
984	7257	110
985	7264	103
986	7272	95
987	7278	88
988	7286	81
989	7293	73
990	7300	66
991	7307	58
992	7314	51
993	7320	44
994	7328	36
995	7335	29
996	7342	22
997	7348	14
998	7356	7
999	7362	0
